RMN,Ar,At,Br,Bt,Cr,Ct,Dr,Dt
R0F-M1-N00,R07-M1-N04,R0F-M1-N04,R2F-M1-N08,R0F-M1-N08,R0D-M1-N01,R0F-M1-N01,R0E-M1-N02,R0F-M1-N02
R0F-M1-N01,R07-M1-N05,R0F-M1-N05,R2F-M1-N09,R0F-M1-N09,R0F-M1-N00,R0B-M1-N00,R0E-M1-N03,R0F-M1-N03
R0F-M1-N02,R07-M1-N06,R0F-M1-N06,R2F-M1-N10,R0F-M1-N10,R0D-M1-N03,R0F-M1-N03,R0F-M1-N00,R0F-M0-N00
R0F-M1-N03,R07-M1-N07,R0F-M1-N07,R2F-M1-N11,R0F-M1-N11,R0F-M1-N02,R0B-M1-N02,R0F-M1-N01,R0F-M0-N01
R0F-M1-N04,R0F-M1-N00,R07-M1-N00,R2F-M1-N12,R0F-M1-N12,R0D-M1-N05,R0F-M1-N05,R0E-M1-N06,R0F-M1-N06
R0F-M1-N05,R0F-M1-N01,R07-M1-N01,R2F-M1-N13,R0F-M1-N13,R0F-M1-N04,R0B-M1-N04,R0E-M1-N07,R0F-M1-N07
R0F-M1-N06,R0F-M1-N02,R07-M1-N02,R2F-M1-N14,R0F-M1-N14,R0D-M1-N07,R0F-M1-N07,R0F-M1-N04,R0F-M0-N04
R0F-M1-N07,R0F-M1-N03,R07-M1-N03,R2F-M1-N15,R0F-M1-N15,R0F-M1-N06,R0B-M1-N06,R0F-M1-N05,R0F-M0-N05
R0F-M1-N08,R07-M1-N12,R0F-M1-N12,R0F-M1-N00,R1F-M1-N00,R0D-M1-N09,R0F-M1-N09,R0E-M1-N10,R0F-M1-N10
R0F-M1-N09,R07-M1-N13,R0F-M1-N13,R0F-M1-N01,R1F-M1-N01,R0F-M1-N08,R0B-M1-N08,R0E-M1-N11,R0F-M1-N11
R0F-M1-N10,R07-M1-N14,R0F-M1-N14,R0F-M1-N02,R1F-M1-N02,R0D-M1-N11,R0F-M1-N11,R0F-M1-N08,R0F-M0-N08
R0F-M1-N11,R07-M1-N15,R0F-M1-N15,R0F-M1-N03,R1F-M1-N03,R0F-M1-N10,R0B-M1-N10,R0F-M1-N09,R0F-M0-N09
R0F-M1-N12,R0F-M1-N08,R07-M1-N08,R0F-M1-N04,R1F-M1-N04,R0D-M1-N13,R0F-M1-N13,R0E-M1-N14,R0F-M1-N14
R0F-M1-N13,R0F-M1-N09,R07-M1-N09,R0F-M1-N05,R1F-M1-N05,R0F-M1-N12,R0B-M1-N12,R0E-M1-N15,R0F-M1-N15
R0F-M1-N14,R0F-M1-N10,R07-M1-N10,R0F-M1-N06,R1F-M1-N06,R0D-M1-N15,R0F-M1-N15,R0F-M1-N12,R0F-M0-N12
R0F-M1-N15,R0F-M1-N11,R07-M1-N11,R0F-M1-N07,R1F-M1-N07,R0F-M1-N14,R0B-M1-N14,R0F-M1-N13,R0F-M0-N13
R10-M0-N00,R18-M0-N04,R10-M0-N04,R00-M0-N08,R10-M0-N08,R12-M0-N01,R10-M0-N01,R11-M0-N02,R10-M0-N02
R10-M0-N01,R18-M0-N05,R10-M0-N05,R00-M0-N09,R10-M0-N09,R10-M0-N00,R14-M0-N00,R11-M0-N03,R10-M0-N03
R10-M0-N02,R18-M0-N06,R10-M0-N06,R00-M0-N10,R10-M0-N10,R12-M0-N03,R10-M0-N03,R10-M0-N00,R10-M1-N00
R10-M0-N03,R18-M0-N07,R10-M0-N07,R00-M0-N11,R10-M0-N11,R10-M0-N02,R14-M0-N02,R10-M0-N01,R10-M1-N01
R10-M0-N04,R10-M0-N00,R18-M0-N00,R00-M0-N12,R10-M0-N12,R12-M0-N05,R10-M0-N05,R11-M0-N06,R10-M0-N06
R10-M0-N05,R10-M0-N01,R18-M0-N01,R00-M0-N13,R10-M0-N13,R10-M0-N04,R14-M0-N04,R11-M0-N07,R10-M0-N07
R10-M0-N06,R10-M0-N02,R18-M0-N02,R00-M0-N14,R10-M0-N14,R12-M0-N07,R10-M0-N07,R10-M0-N04,R10-M1-N04
R10-M0-N07,R10-M0-N03,R18-M0-N03,R00-M0-N15,R10-M0-N15,R10-M0-N06,R14-M0-N06,R10-M0-N05,R10-M1-N05
R10-M0-N08,R18-M0-N12,R10-M0-N12,R10-M0-N00,R20-M0-N00,R12-M0-N09,R10-M0-N09,R11-M0-N10,R10-M0-N10
R10-M0-N09,R18-M0-N13,R10-M0-N13,R10-M0-N01,R20-M0-N01,R10-M0-N08,R14-M0-N08,R11-M0-N11,R10-M0-N11
R10-M0-N10,R18-M0-N14,R10-M0-N14,R10-M0-N02,R20-M0-N02,R12-M0-N11,R10-M0-N11,R10-M0-N08,R10-M1-N08
R10-M0-N11,R18-M0-N15,R10-M0-N15,R10-M0-N03,R20-M0-N03,R10-M0-N10,R14-M0-N10,R10-M0-N09,R10-M1-N09
R10-M0-N12,R10-M0-N08,R18-M0-N08,R10-M0-N04,R20-M0-N04,R12-M0-N13,R10-M0-N13,R11-M0-N14,R10-M0-N14
R10-M0-N13,R10-M0-N09,R18-M0-N09,R10-M0-N05,R20-M0-N05,R10-M0-N12,R14-M0-N12,R11-M0-N15,R10-M0-N15
R10-M0-N14,R10-M0-N10,R18-M0-N10,R10-M0-N06,R20-M0-N06,R12-M0-N15,R10-M0-N15,R10-M0-N12,R10-M1-N12
R10-M0-N15,R10-M0-N11,R18-M0-N11,R10-M0-N07,R20-M0-N07,R10-M0-N14,R14-M0-N14,R10-M0-N13,R10-M1-N13
R10-M1-N00,R18-M1-N04,R10-M1-N04,R00-M1-N08,R10-M1-N08,R12-M1-N01,R10-M1-N01,R10-M0-N02,R10-M1-N02
R10-M1-N01,R18-M1-N05,R10-M1-N05,R00-M1-N09,R10-M1-N09,R10-M1-N00,R14-M1-N00,R10-M0-N03,R10-M1-N03
R10-M1-N02,R18-M1-N06,R10-M1-N06,R00-M1-N10,R10-M1-N10,R12-M1-N03,R10-M1-N03,R10-M1-N00,R11-M1-N00
R10-M1-N03,R18-M1-N07,R10-M1-N07,R00-M1-N11,R10-M1-N11,R10-M1-N02,R14-M1-N02,R10-M1-N01,R11-M1-N01
R10-M1-N04,R10-M1-N00,R18-M1-N00,R00-M1-N12,R10-M1-N12,R12-M1-N05,R10-M1-N05,R10-M0-N06,R10-M1-N06
R10-M1-N05,R10-M1-N01,R18-M1-N01,R00-M1-N13,R10-M1-N13,R10-M1-N04,R14-M1-N04,R10-M0-N07,R10-M1-N07
R10-M1-N06,R10-M1-N02,R18-M1-N02,R00-M1-N14,R10-M1-N14,R12-M1-N07,R10-M1-N07,R10-M1-N04,R11-M1-N04
R10-M1-N07,R10-M1-N03,R18-M1-N03,R00-M1-N15,R10-M1-N15,R10-M1-N06,R14-M1-N06,R10-M1-N05,R11-M1-N05
R10-M1-N08,R18-M1-N12,R10-M1-N12,R10-M1-N00,R20-M1-N00,R12-M1-N09,R10-M1-N09,R10-M0-N10,R10-M1-N10
R10-M1-N09,R18-M1-N13,R10-M1-N13,R10-M1-N01,R20-M1-N01,R10-M1-N08,R14-M1-N08,R10-M0-N11,R10-M1-N11
R10-M1-N10,R18-M1-N14,R10-M1-N14,R10-M1-N02,R20-M1-N02,R12-M1-N11,R10-M1-N11,R10-M1-N08,R11-M1-N08
R10-M1-N11,R18-M1-N15,R10-M1-N15,R10-M1-N03,R20-M1-N03,R10-M1-N10,R14-M1-N10,R10-M1-N09,R11-M1-N09
R10-M1-N12,R10-M1-N08,R18-M1-N08,R10-M1-N04,R20-M1-N04,R12-M1-N13,R10-M1-N13,R10-M0-N14,R10-M1-N14
R10-M1-N13,R10-M1-N09,R18-M1-N09,R10-M1-N05,R20-M1-N05,R10-M1-N12,R14-M1-N12,R10-M0-N15,R10-M1-N15
R10-M1-N14,R10-M1-N10,R18-M1-N10,R10-M1-N06,R20-M1-N06,R12-M1-N15,R10-M1-N15,R10-M1-N12,R11-M1-N12
R10-M1-N15,R10-M1-N11,R18-M1-N11,R10-M1-N07,R20-M1-N07,R10-M1-N14,R14-M1-N14,R10-M1-N13,R11-M1-N13
R11-M0-N00,R19-M0-N04,R11-M0-N04,R01-M0-N08,R11-M0-N08,R13-M0-N01,R11-M0-N01,R11-M1-N02,R11-M0-N02
R11-M0-N01,R19-M0-N05,R11-M0-N05,R01-M0-N09,R11-M0-N09,R11-M0-N00,R15-M0-N00,R11-M1-N03,R11-M0-N03
R11-M0-N02,R19-M0-N06,R11-M0-N06,R01-M0-N10,R11-M0-N10,R13-M0-N03,R11-M0-N03,R11-M0-N00,R10-M0-N00
R11-M0-N03,R19-M0-N07,R11-M0-N07,R01-M0-N11,R11-M0-N11,R11-M0-N02,R15-M0-N02,R11-M0-N01,R10-M0-N01
R11-M0-N04,R11-M0-N00,R19-M0-N00,R01-M0-N12,R11-M0-N12,R13-M0-N05,R11-M0-N05,R11-M1-N06,R11-M0-N06
R11-M0-N05,R11-M0-N01,R19-M0-N01,R01-M0-N13,R11-M0-N13,R11-M0-N04,R15-M0-N04,R11-M1-N07,R11-M0-N07
R11-M0-N06,R11-M0-N02,R19-M0-N02,R01-M0-N14,R11-M0-N14,R13-M0-N07,R11-M0-N07,R11-M0-N04,R10-M0-N04
R11-M0-N07,R11-M0-N03,R19-M0-N03,R01-M0-N15,R11-M0-N15,R11-M0-N06,R15-M0-N06,R11-M0-N05,R10-M0-N05
R11-M0-N08,R19-M0-N12,R11-M0-N12,R11-M0-N00,R21-M0-N00,R13-M0-N09,R11-M0-N09,R11-M1-N10,R11-M0-N10
R11-M0-N09,R19-M0-N13,R11-M0-N13,R11-M0-N01,R21-M0-N01,R11-M0-N08,R15-M0-N08,R11-M1-N11,R11-M0-N11
R11-M0-N10,R19-M0-N14,R11-M0-N14,R11-M0-N02,R21-M0-N02,R13-M0-N11,R11-M0-N11,R11-M0-N08,R10-M0-N08
R11-M0-N11,R19-M0-N15,R11-M0-N15,R11-M0-N03,R21-M0-N03,R11-M0-N10,R15-M0-N10,R11-M0-N09,R10-M0-N09
R11-M0-N12,R11-M0-N08,R19-M0-N08,R11-M0-N04,R21-M0-N04,R13-M0-N13,R11-M0-N13,R11-M1-N14,R11-M0-N14
R11-M0-N13,R11-M0-N09,R19-M0-N09,R11-M0-N05,R21-M0-N05,R11-M0-N12,R15-M0-N12,R11-M1-N15,R11-M0-N15
R11-M0-N14,R11-M0-N10,R19-M0-N10,R11-M0-N06,R21-M0-N06,R13-M0-N15,R11-M0-N15,R11-M0-N12,R10-M0-N12
R11-M0-N15,R11-M0-N11,R19-M0-N11,R11-M0-N07,R21-M0-N07,R11-M0-N14,R15-M0-N14,R11-M0-N13,R10-M0-N13
R11-M1-N00,R19-M1-N04,R11-M1-N04,R01-M1-N08,R11-M1-N08,R13-M1-N01,R11-M1-N01,R10-M1-N02,R11-M1-N02
R11-M1-N01,R19-M1-N05,R11-M1-N05,R01-M1-N09,R11-M1-N09,R11-M1-N00,R15-M1-N00,R10-M1-N03,R11-M1-N03
R11-M1-N02,R19-M1-N06,R11-M1-N06,R01-M1-N10,R11-M1-N10,R13-M1-N03,R11-M1-N03,R11-M1-N00,R11-M0-N00
R11-M1-N03,R19-M1-N07,R11-M1-N07,R01-M1-N11,R11-M1-N11,R11-M1-N02,R15-M1-N02,R11-M1-N01,R11-M0-N01
R11-M1-N04,R11-M1-N00,R19-M1-N00,R01-M1-N12,R11-M1-N12,R13-M1-N05,R11-M1-N05,R10-M1-N06,R11-M1-N06
R11-M1-N05,R11-M1-N01,R19-M1-N01,R01-M1-N13,R11-M1-N13,R11-M1-N04,R15-M1-N04,R10-M1-N07,R11-M1-N07
R11-M1-N06,R11-M1-N02,R19-M1-N02,R01-M1-N14,R11-M1-N14,R13-M1-N07,R11-M1-N07,R11-M1-N04,R11-M0-N04
R11-M1-N07,R11-M1-N03,R19-M1-N03,R01-M1-N15,R11-M1-N15,R11-M1-N06,R15-M1-N06,R11-M1-N05,R11-M0-N05
R11-M1-N08,R19-M1-N12,R11-M1-N12,R11-M1-N00,R21-M1-N00,R13-M1-N09,R11-M1-N09,R10-M1-N10,R11-M1-N10
R11-M1-N09,R19-M1-N13,R11-M1-N13,R11-M1-N01,R21-M1-N01,R11-M1-N08,R15-M1-N08,R10-M1-N11,R11-M1-N11
R11-M1-N10,R19-M1-N14,R11-M1-N14,R11-M1-N02,R21-M1-N02,R13-M1-N11,R11-M1-N11,R11-M1-N08,R11-M0-N08
R11-M1-N11,R19-M1-N15,R11-M1-N15,R11-M1-N03,R21-M1-N03,R11-M1-N10,R15-M1-N10,R11-M1-N09,R11-M0-N09
R11-M1-N12,R11-M1-N08,R19-M1-N08,R11-M1-N04,R21-M1-N04,R13-M1-N13,R11-M1-N13,R10-M1-N14,R11-M1-N14
R11-M1-N13,R11-M1-N09,R19-M1-N09,R11-M1-N05,R21-M1-N05,R11-M1-N12,R15-M1-N12,R10-M1-N15,R11-M1-N15
R11-M1-N14,R11-M1-N10,R19-M1-N10,R11-M1-N06,R21-M1-N06,R13-M1-N15,R11-M1-N15,R11-M1-N12,R11-M0-N12
R11-M1-N15,R11-M1-N11,R19-M1-N11,R11-M1-N07,R21-M1-N07,R11-M1-N14,R15-M1-N14,R11-M1-N13,R11-M0-N13
R12-M0-N00,R1A-M0-N04,R12-M0-N04,R02-M0-N08,R12-M0-N08,R16-M0-N01,R12-M0-N01,R13-M0-N02,R12-M0-N02
R12-M0-N01,R1A-M0-N05,R12-M0-N05,R02-M0-N09,R12-M0-N09,R12-M0-N00,R10-M0-N00,R13-M0-N03,R12-M0-N03
R12-M0-N02,R1A-M0-N06,R12-M0-N06,R02-M0-N10,R12-M0-N10,R16-M0-N03,R12-M0-N03,R12-M0-N00,R12-M1-N00
R12-M0-N03,R1A-M0-N07,R12-M0-N07,R02-M0-N11,R12-M0-N11,R12-M0-N02,R10-M0-N02,R12-M0-N01,R12-M1-N01
R12-M0-N04,R12-M0-N00,R1A-M0-N00,R02-M0-N12,R12-M0-N12,R16-M0-N05,R12-M0-N05,R13-M0-N06,R12-M0-N06
R12-M0-N05,R12-M0-N01,R1A-M0-N01,R02-M0-N13,R12-M0-N13,R12-M0-N04,R10-M0-N04,R13-M0-N07,R12-M0-N07
R12-M0-N06,R12-M0-N02,R1A-M0-N02,R02-M0-N14,R12-M0-N14,R16-M0-N07,R12-M0-N07,R12-M0-N04,R12-M1-N04
R12-M0-N07,R12-M0-N03,R1A-M0-N03,R02-M0-N15,R12-M0-N15,R12-M0-N06,R10-M0-N06,R12-M0-N05,R12-M1-N05
R12-M0-N08,R1A-M0-N12,R12-M0-N12,R12-M0-N00,R22-M0-N00,R16-M0-N09,R12-M0-N09,R13-M0-N10,R12-M0-N10
R12-M0-N09,R1A-M0-N13,R12-M0-N13,R12-M0-N01,R22-M0-N01,R12-M0-N08,R10-M0-N08,R13-M0-N11,R12-M0-N11
R12-M0-N10,R1A-M0-N14,R12-M0-N14,R12-M0-N02,R22-M0-N02,R16-M0-N11,R12-M0-N11,R12-M0-N08,R12-M1-N08
R12-M0-N11,R1A-M0-N15,R12-M0-N15,R12-M0-N03,R22-M0-N03,R12-M0-N10,R10-M0-N10,R12-M0-N09,R12-M1-N09
R12-M0-N12,R12-M0-N08,R1A-M0-N08,R12-M0-N04,R22-M0-N04,R16-M0-N13,R12-M0-N13,R13-M0-N14,R12-M0-N14
R12-M0-N13,R12-M0-N09,R1A-M0-N09,R12-M0-N05,R22-M0-N05,R12-M0-N12,R10-M0-N12,R13-M0-N15,R12-M0-N15
R12-M0-N14,R12-M0-N10,R1A-M0-N10,R12-M0-N06,R22-M0-N06,R16-M0-N15,R12-M0-N15,R12-M0-N12,R12-M1-N12
R12-M0-N15,R12-M0-N11,R1A-M0-N11,R12-M0-N07,R22-M0-N07,R12-M0-N14,R10-M0-N14,R12-M0-N13,R12-M1-N13
R12-M1-N00,R1A-M1-N04,R12-M1-N04,R02-M1-N08,R12-M1-N08,R16-M1-N01,R12-M1-N01,R12-M0-N02,R12-M1-N02
R12-M1-N01,R1A-M1-N05,R12-M1-N05,R02-M1-N09,R12-M1-N09,R12-M1-N00,R10-M1-N00,R12-M0-N03,R12-M1-N03
R12-M1-N02,R1A-M1-N06,R12-M1-N06,R02-M1-N10,R12-M1-N10,R16-M1-N03,R12-M1-N03,R12-M1-N00,R13-M1-N00
R12-M1-N03,R1A-M1-N07,R12-M1-N07,R02-M1-N11,R12-M1-N11,R12-M1-N02,R10-M1-N02,R12-M1-N01,R13-M1-N01
R12-M1-N04,R12-M1-N00,R1A-M1-N00,R02-M1-N12,R12-M1-N12,R16-M1-N05,R12-M1-N05,R12-M0-N06,R12-M1-N06
R12-M1-N05,R12-M1-N01,R1A-M1-N01,R02-M1-N13,R12-M1-N13,R12-M1-N04,R10-M1-N04,R12-M0-N07,R12-M1-N07
R12-M1-N06,R12-M1-N02,R1A-M1-N02,R02-M1-N14,R12-M1-N14,R16-M1-N07,R12-M1-N07,R12-M1-N04,R13-M1-N04
R12-M1-N07,R12-M1-N03,R1A-M1-N03,R02-M1-N15,R12-M1-N15,R12-M1-N06,R10-M1-N06,R12-M1-N05,R13-M1-N05
R12-M1-N08,R1A-M1-N12,R12-M1-N12,R12-M1-N00,R22-M1-N00,R16-M1-N09,R12-M1-N09,R12-M0-N10,R12-M1-N10
R12-M1-N09,R1A-M1-N13,R12-M1-N13,R12-M1-N01,R22-M1-N01,R12-M1-N08,R10-M1-N08,R12-M0-N11,R12-M1-N11
R12-M1-N10,R1A-M1-N14,R12-M1-N14,R12-M1-N02,R22-M1-N02,R16-M1-N11,R12-M1-N11,R12-M1-N08,R13-M1-N08
R12-M1-N11,R1A-M1-N15,R12-M1-N15,R12-M1-N03,R22-M1-N03,R12-M1-N10,R10-M1-N10,R12-M1-N09,R13-M1-N09
R12-M1-N12,R12-M1-N08,R1A-M1-N08,R12-M1-N04,R22-M1-N04,R16-M1-N13,R12-M1-N13,R12-M0-N14,R12-M1-N14
R12-M1-N13,R12-M1-N09,R1A-M1-N09,R12-M1-N05,R22-M1-N05,R12-M1-N12,R10-M1-N12,R12-M0-N15,R12-M1-N15
R12-M1-N14,R12-M1-N10,R1A-M1-N10,R12-M1-N06,R22-M1-N06,R16-M1-N15,R12-M1-N15,R12-M1-N12,R13-M1-N12
R12-M1-N15,R12-M1-N11,R1A-M1-N11,R12-M1-N07,R22-M1-N07,R12-M1-N14,R10-M1-N14,R12-M1-N13,R13-M1-N13
R13-M0-N00,R1B-M0-N04,R13-M0-N04,R03-M0-N08,R13-M0-N08,R17-M0-N01,R13-M0-N01,R13-M1-N02,R13-M0-N02
R13-M0-N01,R1B-M0-N05,R13-M0-N05,R03-M0-N09,R13-M0-N09,R13-M0-N00,R11-M0-N00,R13-M1-N03,R13-M0-N03
R13-M0-N02,R1B-M0-N06,R13-M0-N06,R03-M0-N10,R13-M0-N10,R17-M0-N03,R13-M0-N03,R13-M0-N00,R12-M0-N00
R13-M0-N03,R1B-M0-N07,R13-M0-N07,R03-M0-N11,R13-M0-N11,R13-M0-N02,R11-M0-N02,R13-M0-N01,R12-M0-N01
R13-M0-N04,R13-M0-N00,R1B-M0-N00,R03-M0-N12,R13-M0-N12,R17-M0-N05,R13-M0-N05,R13-M1-N06,R13-M0-N06
R13-M0-N05,R13-M0-N01,R1B-M0-N01,R03-M0-N13,R13-M0-N13,R13-M0-N04,R11-M0-N04,R13-M1-N07,R13-M0-N07
R13-M0-N06,R13-M0-N02,R1B-M0-N02,R03-M0-N14,R13-M0-N14,R17-M0-N07,R13-M0-N07,R13-M0-N04,R12-M0-N04
R13-M0-N07,R13-M0-N03,R1B-M0-N03,R03-M0-N15,R13-M0-N15,R13-M0-N06,R11-M0-N06,R13-M0-N05,R12-M0-N05
R13-M0-N08,R1B-M0-N12,R13-M0-N12,R13-M0-N00,R23-M0-N00,R17-M0-N09,R13-M0-N09,R13-M1-N10,R13-M0-N10
R13-M0-N09,R1B-M0-N13,R13-M0-N13,R13-M0-N01,R23-M0-N01,R13-M0-N08,R11-M0-N08,R13-M1-N11,R13-M0-N11
R13-M0-N10,R1B-M0-N14,R13-M0-N14,R13-M0-N02,R23-M0-N02,R17-M0-N11,R13-M0-N11,R13-M0-N08,R12-M0-N08
R13-M0-N11,R1B-M0-N15,R13-M0-N15,R13-M0-N03,R23-M0-N03,R13-M0-N10,R11-M0-N10,R13-M0-N09,R12-M0-N09
R13-M0-N12,R13-M0-N08,R1B-M0-N08,R13-M0-N04,R23-M0-N04,R17-M0-N13,R13-M0-N13,R13-M1-N14,R13-M0-N14
R13-M0-N13,R13-M0-N09,R1B-M0-N09,R13-M0-N05,R23-M0-N05,R13-M0-N12,R11-M0-N12,R13-M1-N15,R13-M0-N15
R13-M0-N14,R13-M0-N10,R1B-M0-N10,R13-M0-N06,R23-M0-N06,R17-M0-N15,R13-M0-N15,R13-M0-N12,R12-M0-N12
R13-M0-N15,R13-M0-N11,R1B-M0-N11,R13-M0-N07,R23-M0-N07,R13-M0-N14,R11-M0-N14,R13-M0-N13,R12-M0-N13
R13-M1-N00,R1B-M1-N04,R13-M1-N04,R03-M1-N08,R13-M1-N08,R17-M1-N01,R13-M1-N01,R12-M1-N02,R13-M1-N02
R13-M1-N01,R1B-M1-N05,R13-M1-N05,R03-M1-N09,R13-M1-N09,R13-M1-N00,R11-M1-N00,R12-M1-N03,R13-M1-N03
R13-M1-N02,R1B-M1-N06,R13-M1-N06,R03-M1-N10,R13-M1-N10,R17-M1-N03,R13-M1-N03,R13-M1-N00,R13-M0-N00
R13-M1-N03,R1B-M1-N07,R13-M1-N07,R03-M1-N11,R13-M1-N11,R13-M1-N02,R11-M1-N02,R13-M1-N01,R13-M0-N01
R13-M1-N04,R13-M1-N00,R1B-M1-N00,R03-M1-N12,R13-M1-N12,R17-M1-N05,R13-M1-N05,R12-M1-N06,R13-M1-N06
R13-M1-N05,R13-M1-N01,R1B-M1-N01,R03-M1-N13,R13-M1-N13,R13-M1-N04,R11-M1-N04,R12-M1-N07,R13-M1-N07
R13-M1-N06,R13-M1-N02,R1B-M1-N02,R03-M1-N14,R13-M1-N14,R17-M1-N07,R13-M1-N07,R13-M1-N04,R13-M0-N04
R13-M1-N07,R13-M1-N03,R1B-M1-N03,R03-M1-N15,R13-M1-N15,R13-M1-N06,R11-M1-N06,R13-M1-N05,R13-M0-N05
R13-M1-N08,R1B-M1-N12,R13-M1-N12,R13-M1-N00,R23-M1-N00,R17-M1-N09,R13-M1-N09,R12-M1-N10,R13-M1-N10
R13-M1-N09,R1B-M1-N13,R13-M1-N13,R13-M1-N01,R23-M1-N01,R13-M1-N08,R11-M1-N08,R12-M1-N11,R13-M1-N11
R13-M1-N10,R1B-M1-N14,R13-M1-N14,R13-M1-N02,R23-M1-N02,R17-M1-N11,R13-M1-N11,R13-M1-N08,R13-M0-N08
R13-M1-N11,R1B-M1-N15,R13-M1-N15,R13-M1-N03,R23-M1-N03,R13-M1-N10,R11-M1-N10,R13-M1-N09,R13-M0-N09
R13-M1-N12,R13-M1-N08,R1B-M1-N08,R13-M1-N04,R23-M1-N04,R17-M1-N13,R13-M1-N13,R12-M1-N14,R13-M1-N14
R13-M1-N13,R13-M1-N09,R1B-M1-N09,R13-M1-N05,R23-M1-N05,R13-M1-N12,R11-M1-N12,R12-M1-N15,R13-M1-N15
R13-M1-N14,R13-M1-N10,R1B-M1-N10,R13-M1-N06,R23-M1-N06,R17-M1-N15,R13-M1-N15,R13-M1-N12,R13-M0-N12
R13-M1-N15,R13-M1-N11,R1B-M1-N11,R13-M1-N07,R23-M1-N07,R13-M1-N14,R11-M1-N14,R13-M1-N13,R13-M0-N13
R14-M0-N00,R1C-M0-N04,R14-M0-N04,R04-M0-N08,R14-M0-N08,R10-M0-N01,R14-M0-N01,R15-M0-N02,R14-M0-N02
R14-M0-N01,R1C-M0-N05,R14-M0-N05,R04-M0-N09,R14-M0-N09,R14-M0-N00,R16-M0-N00,R15-M0-N03,R14-M0-N03
R14-M0-N02,R1C-M0-N06,R14-M0-N06,R04-M0-N10,R14-M0-N10,R10-M0-N03,R14-M0-N03,R14-M0-N00,R14-M1-N00
R14-M0-N03,R1C-M0-N07,R14-M0-N07,R04-M0-N11,R14-M0-N11,R14-M0-N02,R16-M0-N02,R14-M0-N01,R14-M1-N01
R14-M0-N04,R14-M0-N00,R1C-M0-N00,R04-M0-N12,R14-M0-N12,R10-M0-N05,R14-M0-N05,R15-M0-N06,R14-M0-N06
R14-M0-N05,R14-M0-N01,R1C-M0-N01,R04-M0-N13,R14-M0-N13,R14-M0-N04,R16-M0-N04,R15-M0-N07,R14-M0-N07
R14-M0-N06,R14-M0-N02,R1C-M0-N02,R04-M0-N14,R14-M0-N14,R10-M0-N07,R14-M0-N07,R14-M0-N04,R14-M1-N04
R14-M0-N07,R14-M0-N03,R1C-M0-N03,R04-M0-N15,R14-M0-N15,R14-M0-N06,R16-M0-N06,R14-M0-N05,R14-M1-N05
R14-M0-N08,R1C-M0-N12,R14-M0-N12,R14-M0-N00,R24-M0-N00,R10-M0-N09,R14-M0-N09,R15-M0-N10,R14-M0-N10
R14-M0-N09,R1C-M0-N13,R14-M0-N13,R14-M0-N01,R24-M0-N01,R14-M0-N08,R16-M0-N08,R15-M0-N11,R14-M0-N11
R14-M0-N10,R1C-M0-N14,R14-M0-N14,R14-M0-N02,R24-M0-N02,R10-M0-N11,R14-M0-N11,R14-M0-N08,R14-M1-N08
R14-M0-N11,R1C-M0-N15,R14-M0-N15,R14-M0-N03,R24-M0-N03,R14-M0-N10,R16-M0-N10,R14-M0-N09,R14-M1-N09
R14-M0-N12,R14-M0-N08,R1C-M0-N08,R14-M0-N04,R24-M0-N04,R10-M0-N13,R14-M0-N13,R15-M0-N14,R14-M0-N14
R14-M0-N13,R14-M0-N09,R1C-M0-N09,R14-M0-N05,R24-M0-N05,R14-M0-N12,R16-M0-N12,R15-M0-N15,R14-M0-N15
R14-M0-N14,R14-M0-N10,R1C-M0-N10,R14-M0-N06,R24-M0-N06,R10-M0-N15,R14-M0-N15,R14-M0-N12,R14-M1-N12
R14-M0-N15,R14-M0-N11,R1C-M0-N11,R14-M0-N07,R24-M0-N07,R14-M0-N14,R16-M0-N14,R14-M0-N13,R14-M1-N13
R14-M1-N00,R1C-M1-N04,R14-M1-N04,R04-M1-N08,R14-M1-N08,R10-M1-N01,R14-M1-N01,R14-M0-N02,R14-M1-N02
R14-M1-N01,R1C-M1-N05,R14-M1-N05,R04-M1-N09,R14-M1-N09,R14-M1-N00,R16-M1-N00,R14-M0-N03,R14-M1-N03
R14-M1-N02,R1C-M1-N06,R14-M1-N06,R04-M1-N10,R14-M1-N10,R10-M1-N03,R14-M1-N03,R14-M1-N00,R15-M1-N00
R14-M1-N03,R1C-M1-N07,R14-M1-N07,R04-M1-N11,R14-M1-N11,R14-M1-N02,R16-M1-N02,R14-M1-N01,R15-M1-N01
R14-M1-N04,R14-M1-N00,R1C-M1-N00,R04-M1-N12,R14-M1-N12,R10-M1-N05,R14-M1-N05,R14-M0-N06,R14-M1-N06
R14-M1-N05,R14-M1-N01,R1C-M1-N01,R04-M1-N13,R14-M1-N13,R14-M1-N04,R16-M1-N04,R14-M0-N07,R14-M1-N07
R14-M1-N06,R14-M1-N02,R1C-M1-N02,R04-M1-N14,R14-M1-N14,R10-M1-N07,R14-M1-N07,R14-M1-N04,R15-M1-N04
R14-M1-N07,R14-M1-N03,R1C-M1-N03,R04-M1-N15,R14-M1-N15,R14-M1-N06,R16-M1-N06,R14-M1-N05,R15-M1-N05
R14-M1-N08,R1C-M1-N12,R14-M1-N12,R14-M1-N00,R24-M1-N00,R10-M1-N09,R14-M1-N09,R14-M0-N10,R14-M1-N10
